cell_id,indicator,n_replicas,k_used_RE,k_used_stouffer,run_ids,slope_per_replica,ci_per_replica,mk_z_per_replica,slope_RE,se_RE,ci_lo_RE,ci_hi_RE,tau2_RE,I2_RE,Q_RE,Q_pvalue_RE,stouffer_z,stouffer_p,slope_pooled,ci_lo_pooled,ci_hi_pooled,pooled_coverage_pct,k_used_pooled,agreement_pct,q_value_cell,bh_reject_cell,degraded_replicas,RE_significant,pooled_ci_excludes_zero,replicas_disagree
a1,system.fd_allocated,3,3,3,wosar2026_a1_r01;wosar2026_a1_r02;wosar2026_a1_r03,-0.530547;-1.59019;-0.66764,"[-1.34615,0.282404];[-3.1711,-0.266798];[-1.05705,-0.279503]",-2.176;-6.56;-2.837,-0.6944730620660382,0.17399255906188216,-1.0354984778273273,-0.3534476463047492,0.0,0.0,1.6355969278551261,0.44140234879802676,-6.681576515785777,2.3638529905102392e-11,-0.66764,-1.59019,-0.530547,75.0,3,3.8638017126554303,1.7222357502288887e-10,True,False,True,True,False
a1,system.load_avg_1m,3,3,3,wosar2026_a1_r01;wosar2026_a1_r02;wosar2026_a1_r03,-0.000244141;-0.00454672;0.000785156,"[-0.00700345,0.0064017];[-0.0120204,0.00247797];[-0.00290425,0.00445053]",-0.2138;-2.39;0.6294,-0.0002941376815814018,0.0015029695352646217,-0.0032399579707000606,0.002651682607537257,0.0,0.0,1.6531490634199149,0.43754552051306805,-1.140178447058325,0.2542119648626272,-0.000244141,-0.00454672,0.000785156,75.0,3,16.997713897994856,0.4801781558516292,False,False,False,False,False
a1,system.mem_used_bytes,3,3,3,wosar2026_a1_r01;wosar2026_a1_r02;wosar2026_a1_r03,3.18396e+06;1.45523e+06;1.90941e+06,"[2.59293e+06,3.74784e+06];[274418,2.40527e+06];[1.73056e+06,2.0903e+06]",9.375;7.893;5.669,2229466.2260812884,485430.156439657,1278023.1194595606,3180909.332703016,595517721545.5367,88.96239718031043,18.11987650463625,0.00011623015330637073,13.243272021677022,4.93510084440636e-40,1909410.0,1455230.0,3183960.0,75.0,3,14.355733329221506,3.3558685741963253e-38,True,False,True,True,True
a1,system.swap_used_bytes,3,3,3,wosar2026_a1_r01;wosar2026_a1_r02;wosar2026_a1_r03,383080;320799;0,"[-7021.71,642317];[0,554822];[-2710.59,47734.6]",1.496;1.946;0.5728,201493.62457271392,144233.791838295,-81204.60743034427,484191.8565757721,48797558488.05692,80.65533097015603,10.338765666729696,0.005688078228263734,2.317859258202131,0.020456971296289667,320799.0,0.0,383080.0,75.0,3,59.21049645133155,0.0673100345877918,True,False,False,False,True
a2,client.drop_rate,3,0,3,wosar2026_a2_r01;wosar2026_a2_r02;wosar2026_a2_r03,0;0;0,"[0,0];[0,0];[0,0]",0;0;0,,,,,,,,,0.0,1.0,0.0,0.0,0.0,75.0,3,,1.0,False,True,False,False,False
a2,client.e2e_p50,3,3,3,wosar2026_a2_r01;wosar2026_a2_r02;wosar2026_a2_r03,0.000192929;-0.00251056;0.0031719,"[-0.00381983,0.00421375];[-0.00676204,0.00171988];[-0.000999956,0.0073172]",0.1135;-1.543;1.481,0.00030421602485911417,0.0016173430250334285,-0.0028657763042064053,0.003474208353924634,3.391295876675641e-06,43.212019414535476,3.521872021826958,0.17188390329506123,0.02955629233062454,0.9764209237377542,0.000192929,-0.00251056,0.0031719,75.0,3,36.58157880100249,1.0,False,False,False,False,False
a2,client.e2e_p95,3,3,3,wosar2026_a2_r01;wosar2026_a2_r02;wosar2026_a2_r03,0.00428383;-0.0154906;0.0194691,"[-0.0159806,0.0244837];[-0.0374816,0.00658946];[-0.00108415,0.0402182]",0.5324;-1.628;2.406,0.003070572848509332,0.009913780236573726,-0.01636043641517517,0.022501582112193837,0.00018043510227077565,61.211126278056526,5.156117742260117,0.07592123397957505,0.7565684530001235,0.4493084473092802,0.00428383,-0.0154906,0.0194691,75.0,3,39.512404080550205,0.7217238051267177,False,False,False,False,False
a2,client.e2e_p99,3,3,3,wosar2026_a2_r01;wosar2026_a2_r02;wosar2026_a2_r03,0.0399456;-0.0376355;0.0382771,"[0.00203158,0.0776063];[-0.0749728,0.000638227];[0.00179819,0.0750673]",3.024;-1.964;1.814,0.013627412451582391,0.025443748604250093,-0.03624233481274779,0.06349715971591258,0.0015778463955582163,81.246155668843,10.664480117696552,0.0048332311547280345,1.6598069683851795,0.09695329145375096,0.0382771,-0.0376355,0.0399456,75.0,3,180.88311068588322,0.23268789948900231,False,False,False,False,True
a2,client.tokens_per_sec,3,0,3,wosar2026_a2_r01;wosar2026_a2_r02;wosar2026_a2_r03,0;0;0,"[0,0];[0,0];[0,0]",0;0;0,,,,,,,,,0.0,1.0,0.0,0.0,0.0,75.0,3,,1.0,False,True,False,False,False
a2,client.ttft_p50,3,3,3,wosar2026_a2_r01;wosar2026_a2_r02;wosar2026_a2_r03,-1.13533e-07;0;-1.0776e-07,"[-1.73817e-07,-5.53848e-08];[-4.02961e-08,4.3244e-08];[-1.8811e-07,-3.33453e-08]",-2.389;0.1338;-0.6209,-7.018095270421666e-08,4.209168312826377e-08,-1.5268065163561365e-07,1.2318746227180322e-08,4.377725297739964e-15,83.42179413818825,12.064031636903737,0.002400649823580469,-1.6602717353518772,0.09685979911715768,-1.0776e-07,-1.13533e-07,0.0,75.0,3,53.545934969226316,0.23268789948900231,False,False,False,False,True
a2,client.ttft_p99,3,3,3,wosar2026_a2_r01;wosar2026_a2_r02;wosar2026_a2_r03,-7.96122e-07;-1.56405e-07;-3.9212e-07,"[-1.04566e-06,-5.63401e-07];[-2.38161e-07,-7.92843e-08];[-7.05018e-07,-1.10341e-07]",-5.056;-3.752;-0.6726,-4.387853194988293e-07,2.1183750868184359e-07,-8.539868365152427e-07,-2.358380248241584e-08,1.2195023685500376e-13,92.1919190113503,25.614488411522863,2.7408452334815918e-06,-5.47352477108152,4.4117118149053653e-08,-3.9212e-07,-7.96122e-07,-1.56405e-07,75.0,3,10.63511412645468,2.499970028446374e-07,True,False,True,True,True
a2,gpu.ecc_db_volatile,3,0,3,wosar2026_a2_r01;wosar2026_a2_r02;wosar2026_a2_r03,0;0;0,"[0,0];[0,0];[0,0]",0;0;0,,,,,,,,,0.0,1.0,0.0,0.0,0.0,75.0,3,,1.0,False,True,False,False,False
a2,gpu.ecc_sb_volatile,3,0,3,wosar2026_a2_r01;wosar2026_a2_r02;wosar2026_a2_r03,0;0;0,"[0,0];[0,0];[0,0]",0;0;0,,,,,,,,,0.0,1.0,0.0,0.0,0.0,75.0,3,,1.0,False,True,False,False,False
a2,gpu.gpu_util_percent,3,0,3,wosar2026_a2_r01;wosar2026_a2_r02;wosar2026_a2_r03,0;0;0,"[0,0];[0,0];[0,0]",-2.758;-1.761;0.4232,,,,,,,,,-2.364844023108783,0.01803766591818596,0.0,0.0,0.0,75.0,3,,0.06236752283576162,True,True,False,False,False
a2,gpu.mem_clock_mhz,3,0,3,wosar2026_a2_r01;wosar2026_a2_r02;wosar2026_a2_r03,0;0;0,"[0,0];[0,0];[0,0]",-1.734;-1.734;0,,,,,,,,,-2.002412391624995,0.04524039684304698,0.0,0.0,0.0,75.0,3,,0.12475269198830677,False,True,False,False,False
a2,gpu.mem_util_percent,3,0,3,wosar2026_a2_r01;wosar2026_a2_r02;wosar2026_a2_r03,0;0;0,"[0,0];[0,0];[0,0]",-1.634;-1.617;-0.4221,,,,,,,,,-2.120877738659476,0.0339320924876176,0.0,0.0,0.0,75.0,3,,0.10488101314354532,False,True,False,False,False
a2,gpu.power_draw_w,3,3,3,wosar2026_a2_r01;wosar2026_a2_r02;wosar2026_a2_r03,0.015997;-0.0784734;-0.0037558,"[-0.112244,0.141653];[-0.31643,0.138645];[-0.0267383,0.019377]",0.9819;-2.462;-0.3469,-0.0038666393794640486,0.011517627742888524,-0.026441189755525556,0.01870791099659746,0.0,0.0,0.5071540827001365,0.7760199569969279,-1.0546024354585004,0.29160718946900377,-0.0037558,-0.0784734,0.015997,75.0,3,2.8665559051801672,0.5218233916813751,False,False,False,False,False
a2,gpu.sm_clock_mhz,3,0,3,wosar2026_a2_r01;wosar2026_a2_r02;wosar2026_a2_r03,0;0;0,"[0,0];[0,0];[0,0]",-2.346;-1.69;0.1366,,,,,,,,,-2.2511920452685357,0.02437337651131597,0.0,0.0,0.0,75.0,3,,0.07892331441759458,True,True,False,False,False
a2,gpu.temperature_c,3,1,3,wosar2026_a2_r01;wosar2026_a2_r02;wosar2026_a2_r03,0;0;0,"[0,0];[-0.0461538,0];[0,0]",1.407;-1.606;-1.185,0.0,0.011773928571428572,-0.0461538,0.0,0.0,0.0,0.0,1.0,-0.7985331573161715,0.4245611595729768,0.0,0.0,0.0,75.0,3,,0.7041502158771322,False,True,False,False,False
a2,gpu.vram_used_bytes,3,0,3,wosar2026_a2_r01;wosar2026_a2_r02;wosar2026_a2_r03,0;0;0,"[0,0];[0,0];[0,0]",-1.734;-1.734;0,,,,,,,,,-2.0022911480684655,0.04525342748595442,0.0,0.0,0.0,75.0,3,,0.12475269198830677,False,True,False,False,False
a2,proc.cpu_percent,3,0,3,wosar2026_a2_r01;wosar2026_a2_r02;wosar2026_a2_r03,0;0;0,"[0,0];[0,0];[0,0]",1.338;2.906;0.2141,,,,,,,,,2.5738702239672717,0.010056798728244528,0.0,0.0,0.0,75.0,3,,0.035372188630377305,True,True,False,False,False
a2,proc.involuntary_ctx_switches_rate,3,3,3,wosar2026_a2_r01;wosar2026_a2_r02;wosar2026_a2_r03,0.262335;0.303233;0.250908,"[0.207609,0.312542];[0.253261,0.348177];[0.210263,0.290327]",2.596;2.72;2.687,0.2708248374558491,0.016219928638684735,0.23903377732402703,0.3026158975876712,0.00023517103444393488,29.56629000105896,2.8395494146624816,0.2417684794277537,4.620228208681904,3.833181865403805e-06,0.262335,0.250908,0.303233,75.0,3,3.1348075514799048,2.0050489757496825e-05,True,False,True,True,False
a2,proc.io_read_bytes_rate,3,0,3,wosar2026_a2_r01;wosar2026_a2_r02;wosar2026_a2_r03,0;0;0,"[0,0];[0,0];[0,0]",0;0;0,,,,,,,,,0.0,1.0,0.0,0.0,0.0,75.0,3,,1.0,False,True,False,False,False
a2,proc.io_read_count_rate,3,3,3,wosar2026_a2_r01;wosar2026_a2_r02;wosar2026_a2_r03,-0.0127514;0.00702612;-0.00700331,"[-0.0243626,-7.08191e-06];[-0.00361466,0.019827];[-0.0187005,4.73699e-05]",-2.013;1.023;-1.678,-0.004302154277689352,0.00551782001832822,-0.015117081513612664,0.006512772958233958,5.9461385870267215e-05,65.23380982367463,5.752715468265299,0.05633959336195452,-1.5405321762732949,0.12343068590469305,-0.00700331,-0.0127514,0.00702612,75.0,3,62.78611941739601,0.26787085026124874,False,False,False,False,False
a2,proc.io_write_bytes_rate,3,0,3,wosar2026_a2_r01;wosar2026_a2_r02;wosar2026_a2_r03,0;0;0,"[0,0];[0,0];[0,0]",0;0;0,,,,,,,,,0.0,1.0,0.0,0.0,0.0,75.0,3,,1.0,False,True,False,False,False
a2,proc.io_write_count_rate,3,3,3,wosar2026_a2_r01;wosar2026_a2_r02;wosar2026_a2_r03,-0.0126488;0.00699389;-0.00677709,"[-0.0242065,-6.59947e-06];[-0.003549,0.0198026];[-0.0184747,7.61496e-05]",-1.99;1.058;-1.638,-0.004206867961250733,0.0054531672117353654,-0.01489507569625205,0.006481339773750584,5.776687837456992e-05,64.88752347027727,5.69598102346042,0.05796067522630897,-1.4841135079680845,0.13777881022613794,-0.00677709,-0.0126488,0.00699389,75.0,3,61.09585711801426,0.2927799717305431,False,False,False,False,False
a2,proc.num_fds,3,0,3,wosar2026_a2_r01;wosar2026_a2_r02;wosar2026_a2_r03,0;0;0,"[0,0];[0,0];[0,0]",0;0;0,,,,,,,,,0.0,1.0,0.0,0.0,0.0,75.0,3,,1.0,False,True,False,False,False
a2,proc.num_threads,3,0,3,wosar2026_a2_r01;wosar2026_a2_r02;wosar2026_a2_r03,0;0;0,"[0,0];[0,0];[0,0]",0;0;0,,,,,,,,,0.0,1.0,0.0,0.0,0.0,75.0,3,,1.0,False,True,False,False,False
a2,proc.pss_bytes,3,3,3,wosar2026_a2_r01;wosar2026_a2_r02;wosar2026_a2_r03,42873.2;4871.89;9452.31,"[16930.9,61934.5];[1270.08,91509.7];[4822.33,21442.6]",4.923;2.63;2.103,20266.129213421475,12789.465785411427,-4801.223725984921,45333.48215282787,336284687.0010756,73.65868630566482,7.59263574781431,0.02245329569729009,5.574732541219654,2.4791044824540753e-08,9452.31,4871.89,42873.2,75.0,3,53.35907562584719,1.444963755487518e-07,True,False,False,True,False
a2,proc.rss_bytes,3,3,3,wosar2026_a2_r01;wosar2026_a2_r02;wosar2026_a2_r03,43288.3;3177.93;2204.13,"[17825.2,62045.3];[1340.51,97958.8];[289.129,29629.2]",5.143;4.078;3.337,17611.907897916364,15892.698139777647,-13537.780456047825,48761.59625188055,555607178.1607456,78.76266789817376,9.417378748002047,0.00901658721536659,7.2501857018998725,4.162005973859012e-13,3177.93,2204.13,43288.3,75.0,3,81.95578799060165,3.691518342031472e-12,True,False,False,True,True
a2,proc.uss_bytes,3,3,3,wosar2026_a2_r01;wosar2026_a2_r02;wosar2026_a2_r03,42514.1;5851.43;15855.5,"[15562.6,61892.9];[1402.74,87353];[8960,21507.8]",4.91;2.378;2.12,22737.057162327634,9976.623101865654,3182.8758826709527,42291.238441984315,176307571.80362448,60.20057923663108,5.025198763296537,0.08105726638949245,5.432213627270195,5.5659232409536304e-08,15855.5,5851.43,42514.1,75.0,3,30.265821619736634,3.0687793004176774e-07,True,False,True,True,False
a2,proc.vms_bytes,3,3,3,wosar2026_a2_r01;wosar2026_a2_r02;wosar2026_a2_r03,37538.5;0;557.279,"[0,63103.9];[0,92931.4];[0,52124.7]",3.163;1.852;2.447,13549.24300362445,13014.475358429758,-11959.128698897874,39057.61470614677,218535524.34770814,42.85331302058304,3.4997654382315426,0.173794325007349,4.308199255698371,1.6458907939432937e-05,557.279,0.0,37538.5,75.0,3,95.88701007243779,7.808412138707718e-05,True,False,False,False,False
